unit,street,city,state,postal,country,property value,existing mortgage amount
693,5 Johnson Ave,West Warwick,02893,RI ,US,273161441,193823039
,57 North San Pablo Dr,La Crosse,54601,WI ,US,167622625,117579717
317,861 Mill Ave,Lawndale,90260,CA ,US,222696437,10039987
,69 Marconi Ave,Ravenna,44266,OH ,US,128284918,73923903
507,7104 Spring Rd,Millington,38053,TN ,US,55773832,25100092
761,525 North Cedar Dr,Owings Mills,21117,MD ,US,217322650,154284923
,48 Lincoln Ave,Oklahoma City,73112,OK ,US,117942553,69884786
,291 Sherman Road,Eastpointe,48021,MI ,US,30359969,12778601
534,8946 West Wall St,Cocoa,32927,FL ,US,294873842,60074675
491,9375 Grandrose Ave,Drexel Hill,19026,PA ,US,126479575,76339173
921,9794 Rockville Dr,Barberton,44203,OH ,US,231074409,181782754
,66 Sulphur Springs Ave,Strongsville,44136,OH ,US,73371343,39579738
,16 Fremont Drive,Hazleton,18201,PA ,US,41369395,9450894
334,918 S. Cleveland Street,Commack,11725,NY ,US,28126684,7277196
107,8425 Miles Street,Edison,08817,NJ ,US,185873918,98132076
265,8596 West Argyle St,Marysville,43040,OH ,US,239315725,128032404
647,479 High Ridge St,Morgantown,26508,WV ,US,197241863,175728710
262,8987 Wilson Dr,Evans,30809,GA ,US,62871872,14251136
,7538 Sage Ave,Ft Mitchell,41017,KY ,US,170091683,30973449
,7692 St Paul Rd,Liverpool,13090,NY ,US,184714062,2866948
,737 Jockey Hollow Drive,Palatine,60067,IL ,US,282947759,121843954
539,8351 Broad Dr,Hyattsville,20782,MD ,US,36761436,19377636
733,7938 Sycamore St,Oshkosh,54901,WI ,US,183830884,96022419
375,47 Gates Drive,Raleigh,27603,NC ,US,239425227,164436532
878,861 Columbia Ave,North Fort Myers,33917,FL ,US,266578697,62633203
,2 Victoria Street,Newton,07860,NJ ,US,241956102,11693078
,75 Lookout Road,Huntersville,28078,NC ,US,113217781,7157887
45,973 Jefferson Dr,Dunedin,34698,FL ,US,168800494,131292421
28,7752 Foxrun Rd,Fresh Meadows,11365,NY ,US,179663694,150986817
354,54 Vermont Street,Danvers,01923,MA ,US,60491628,12035322
766,850 NE. Saxon Ave,Winter Park,32792,FL ,US,91999196,41766593
796,142 S. Young Street,Pataskala,43062,OH ,US,219984114,100481803
259,873 Smith Lane,Hoffman Estates,60169,IL ,US,76627685,64992394
114,9147 Carson St,Dubuque,52001,IA ,US,146235853,33862305
465,8542 Golf St,Glenview,60025,IL ,US,226970884,23848906
185,9584 West Lyme Dr,Newton,07860,NJ ,US,256536771,42369791
121,8778 Adams Dr,Lady Lake,32159,FL ,US,184555024,28870606
522,8433 Airport Dr,Lacey,98503,WA ,US,261991146,120073015
,122 Rockwell St,Waterbury,06705,CT ,US,225293004,117905522
217,3A Sleepy Hollow Street,Plainfield,07060,NJ ,US,279992921,213205211
623,423 Peg Shop St,Bridgeport,06606,CT ,US,264792933,88474720
,41 Smoky Hollow Street,Gwynn Oak,21207,MD ,US,96015966,72165821
17,42 N. High Noon Drive,Livonia,48150,MI ,US,144725375,103114350
599,9075 Church Street,Muskego,53150,WI ,US,117203349,21842667
0,3 Homewood Street,Lawrence,01841,MA ,US,175302605,10345878
357,862 Coffee St,Anaheim,92806,CA ,US,5967193,894189
513,518 Johnson Court,Buford,30518,GA ,US,159196431,108437883
175,8706 Mulberry Ave,Menomonee Falls,53051,WI ,US,280126202,52030261
,928 Lexington Drive,District Heights,20747,MD ,US,220714512,62806226
725,872 2nd Ave,Greenville,27834,NC ,US,100066880,84252632
194,18 Westminster Rd,Patchogue,11772,NY ,US,54712121,44317456
594,8126 Summer St,Janesville,53546,WI ,US,18036614,4065606
,8110 Meadow Dr,Portsmouth,23703,VA ,US,164942529,13748904
242,61 Manor Station Lane,Wooster,44691,OH ,US,235948183,28409038
604,52 Garfield Ave,West Haven,06516,CT ,US,70756236,50821362
,8 Yukon Street,Griffin,30223,GA ,US,23782786,19670280
,7211 Arnold St,Bridgewater,08807,NJ ,US,107555681,40604191
394,89 Randall Mill Road,Holyoke,01040,MA ,US,239532372,134749903
934,534 E. Lakeshore Ave,Hagerstown,21740,MD ,US,56416007,34194893
9,779 Lilac Court,Streamwood,60107,IL ,US,91447214,45736627
,9525 Cross St,Waterloo,50701,IA ,US,261004393,131071695
683,10B Arrowhead Street,Loveland,45140,OH ,US,221430367,101543727
,86 Greenrose Drive,Point Pleasant Beach,08742,NJ ,US,26012977,4711962
,8126 Summer St,Janesville,53546,WI ,US,18036614,4065606
485,92 Wagon Dr,Delray Beach,33445,FL ,US,129341122,22036818
,467 Sugar St,Longview,75604,TX ,US,98435067,56394926
106,611 South Grove St,Peoria,61604,IL ,US,209985815,44103763
,9955 NW. Forest Ave,Gurnee,60031,IL ,US,61541528,32515905
,82 Wrangler St,Irvington,07111,NJ ,US,6334767,2347466
,25 Santa Clara St,Springboro,45066,OH ,US,34465408,26851788
895,6 Oakland Street,Shelbyville,37160,TN ,US,102638133,36678913
146,30 Miles Drive,Kennewick,99337,WA ,US,149823130,83901453
,62 Southampton Drive,Ashland,44805,OH ,US,45085347,690052
,63 Depot St,Sevierville,37876,TN ,US,286209055,195947835
,819 Washington Drive,Chatsworth,30705,GA ,US,4126694,1401471
,61 North Fifth Street,Harlingen,78552,TX ,US,148247818,40161327
729,685 Fordham Lane,New Rochelle,10801,NY ,US,222912490,98548692
553,61 South Pennsylvania St,Miami,33125,FL ,US,80263226,44248492
,77 Prospect Street,Lilburn,30047,GA ,US,65464550,39030062
247,487 School Lane,Largo,33771,FL ,US,168743261,20504009
258,289 Del Monte Dr,Parlin,08859,NJ ,US,153415350,58263201
230,695 Lantern Dr,San Antonio,78213,TX ,US,290079952,31698956
842,3 Sycamore Ave,Cheshire,06410,CT ,US,255001431,164455018
345,9641 Monroe Street,Waldorf,20601,MD ,US,48197909,20567211
,6 Thompson Court,Brooklyn,11201,NY ,US,221649126,9816042
,33 Marshall Ave,Norman,73072,OK ,US,206178458,116087218
,7 West Country Club Street,New Brunswick,08901,NJ ,US,220516145,112069946
310,14 Mayfair Lane,Saint Charles,60174,IL ,US,146326257,94871772
682,637 King Ave,Traverse City,49684,MI ,US,249442216,145060105
,8661B Walnut St,Kalispell,59901,MT ,US,38462142,2216998
,7682 Trenton Lane,Derry,03038,NH ,US,151005890,110262393
507,73 Foster Rd,Romulus,48174,MI ,US,28083499,25081038
350,7 Tower Drive,Wenatchee,98801,WA ,US,264166186,45203286
,320 Homestead Court,Jackson,08527,NJ ,US,182821042,105134916
437,8864 High Noon Drive,Glenside,19038,PA ,US,178483934,147426749
,999 Rockaway Street,Euless,76039,TX ,US,53580281,7235797
,47 SW. Second St,Lapeer,48446,MI ,US,146068801,17922941
200,8372 Leeton Ridge Lane,Arlington,02474,MA ,US,39556217,20269261
424,7915 Sussex Ave,Elkton,21921,MD ,US,240353629,198505808
511,9 Columbia Lane,Wausau,54401,WI ,US,58802756,12445042
,7710 West Glen Creek Ave,Sarasota,34231,FL ,US,78731899,53384035
139,564 Roberts St,Tallahassee,32303,FL ,US,39367916,3901228
,7248 Longfellow St,Oswego,13126,NY ,US,215515703,130872162
,8797 2nd Ave,Lake Villa,60046,IL ,US,217488253,106100307
,9963 SE. Nut Swamp Street,Falls Church,22041,VA ,US,206357866,95351160
848,990 Woodside St,Sterling,20164,VA ,US,84106774,22734341
731,866 E. High Point St,Carrollton,30117,GA ,US,18735280,12074600
958,97 Clinton Court,Brick,08723,NJ ,US,157169619,71251768
913,64 Miles Ave,Tallahassee,32303,FL ,US,193295007,87734562
,9 Depot Avenue,Birmingham,35209,AL ,US,13158910,10076737
,746 Selby St,Springboro,45066,OH ,US,51336554,12319847
,86 Bow Ridge Road,Sunnyside,11104,NY ,US,89524416,16623803
,641 Galvin St,Akron,44312,OH ,US,54962931,23801276
219,7561 Pennington Lane,San Lorenzo,94580,CA ,US,35053069,3786470
,8133 South River Lane,Ogden,84404,UT ,US,197551238,105538640
,995 Mulberry Avenue,Asheville,28803,NC ,US,246305870,38617236
900,7677 Circle Street,Middle River,21220,MD ,US,226366903,185454962
152,618 Ashley Court,Lynnwood,98037,WA ,US,154343143,27940297
,49 La Sierra St,Staunton,24401,VA ,US,50069775,3247561
703,8029 E. Sunbeam Ave,Davison,48423,MI ,US,38547784,29510855
276,51 Golden Star Court,Woodstock,30188,GA ,US,219474544,189381883
149,78 W. Ocean St,Mahwah,07430,NJ ,US,178958121,16340225
374,24 Summer St,Delray Beach,33445,FL ,US,178008146,75510132
62,45 East Clay St,Norwood,02062,MA ,US,167333676,104166996
553,82 Wrangler St,Irvington,07111,NJ ,US,6334767,2347466
390,8495 Somerset Drive,West Chester,19380,PA ,US,221283567,174547366
,31 Jones St,Oxford,38655,MS ,US,86388036,36516198
,9751 Goldfield Drive,Bristow,20136,VA ,US,193585224,135105937
296,696 Manhattan St,West Haven,06516,CT ,US,263951223,122284759
39,423 Peg Shop St,Bridgeport,06606,CT ,US,264792933,88474720
,2 Hanover Street,Vicksburg,39180,MS ,US,215167872,132517614
,8740 E. Manor Station Street,Flushing,11354,NY ,US,195614600,74463646
,632 Pennington Dr,Maumee,43537,OH ,US,49122669,11454288
202,13 Oxford Street,Irvington,07111,NJ ,US,191662583,10614352
588,465 Pacific Road,Zeeland,49464,MI ,US,283815784,183254787
604,753 Valley St,Ann Arbor,48103,MI ,US,14452308,9675533
745,135 East Tallwood Lane,Clearwater,33756,FL ,US,196289332,105942917
637,60 Pleasant Drive,Greenfield,46140,IN ,US,189845229,164444449
429,59 Fieldstone Street,Syosset,11791,NY ,US,7149173,1389429
,7112 SW. Rockaway St,Leesburg,20175,VA ,US,270773270,14786967
554,85 Mechanic Ave,Greer,29650,SC ,US,239800823,160919214
,612 Mammoth Drive,Merrimack,03054,NH ,US,15822006,7888955
29,9327 S. Peg Shop Drive,Urbandale,50322,IA ,US,28471621,10641422
4,128 Saxton Rd,Cuyahoga Falls,44221,OH ,US,12720592,7262940
853,341 Tower Ave,Havertown,19083,PA ,US,203379728,42509676
479,50 Orange Drive,Jackson,08527,NJ ,US,188229807,151325525
,78 W. Mayfield Street,Roswell,30075,GA ,US,94340033,3992473
,7058 S. Lantern Court,Frederick,21701,MD ,US,22454582,18947398
,61 Inverness Rd,Saint Albans,11412,NY ,US,64629275,33087201
377,9341 Rockcrest Drive,Palm Bay,32907,FL ,US,185474242,37026241
29,7327 East Ashley St,Lakewood,08701,NJ ,US,231195867,151177217
380,33 Brown Drive,West Orange,07052,NJ ,US,195648881,36007266
505,9534 Homestead St,Fremont,43420,OH ,US,135608795,46947121
,61 Paris Hill Drive,Centreville,20120,VA ,US,51060883,1208215
,7011 SE. Beech Ave,Stratford,06614,CT ,US,94523566,11928092
564,7043 Thompson Drive,East Meadow,11554,NY ,US,15471727,7229343
188,8030 North Sugar Court,Arlington,02474,MA ,US,114529654,60121269
,98 Cleveland Lane,Ada,74820,OK ,US,81542318,28961962
,91 Stonybrook Avenue,Methuen,01844,MA ,US,107827748,81920910
107,141 Courtland Street,Indian Trail,28079,NC ,US,241505758,48744847
,756 West Cemetery Street,Hackensack,07601,NJ ,US,23072570,8178359
,309 Adams St,Severn,21144,MD ,US,197594694,169044826
90,7385 Lake View Ave,Yuba City,95993,CA ,US,144112793,128329161
801,108 Delaware Court,Yorktown Heights,10598,NY ,US,277901206,118563349
554,992 Madison Dr,Oak Creek,53154,WI ,US,25396773,3792792
990,897 Briarwood Street,Champlin,55316,MN ,US,44197682,15381561
22,287 Mountainview Ave,Burlington,01803,MA ,US,228815661,181052693
276,450 Birch Hill Rd,Independence,41051,KY ,US,158962383,4667049
,18 Westminster Rd,Patchogue,11772,NY ,US,54712121,44317456
,59 Sulphur Springs Court,Wilson,27893,NC ,US,1855950,1256472
840,504 Smith Road,Allen Park,48101,MI ,US,170875267,32273392
,7090 Eagle Dr,Rego Park,11374,NY ,US,208801374,94081303
253,8109 Maple Ave,Waterford,48329,MI ,US,222948721,169434263
105,285 Fairfield Court,Rapid City,57701,SD ,US,232616805,186686822
937,638 South Nut Swamp Dr,Springfield Gardens,11413,NY ,US,287312410,246948583
,802 Hamilton St,Bountiful,84010,UT ,US,251929253,4139567
153,8093 SW. Glen Eagles Lane,El Paso,79930,TX ,US,175241295,18483170
320,875 Gulf St,Mchenry,60050,IL ,US,299810823,102484457
251,154 Victoria St,Pueblo,81001,CO ,US,167253015,109241282
,7863 Tower Lane,Wheeling,26003,WV ,US,286105658,119614069
902,492 Longbranch St,Elkridge,21075,MD ,US,62076249,42938396
536,390 New Street,Grovetown,30813,GA ,US,286721316,191308138
,4 Arcadia St,Meadville,16335,PA ,US,129486430,25972285
662,352 Canal Drive,Copperas Cove,76522,TX ,US,279822240,178914734
,8 Longbranch Dr,Nanuet,10954,NY ,US,66838905,22957306
139,487 School Lane,Largo,33771,FL ,US,168743261,20504009
355,441 Ohio Court,Mount Prospect,60056,IL ,US,98142665,38502402
136,78 Nichols Lane,Mount Pleasant,29464,SC ,US,237191,99683
137,642 Brown Ave,Saint Louis,63109,MO ,US,2946496,4567
50,9768 Vale Dr,Troy,12180,NY ,US,166516874,21275294
,8978 South El Dorado Drive,Philadelphia,19111,PA ,US,84827914,35695050
550,10 Rockledge Ave,Indianapolis,46201,IN ,US,153667898,110024647
708,9 South Cardinal Rd,Deerfield Beach,33442,FL ,US,47290692,5314052
166,614 Bay Meadows Ave,Clarksburg,26301,WV ,US,191899437,134089004
872,521 Williams Street,Port Chester,10573,NY ,US,79033508,60889044
603,766 W. Spruce Lane,Irwin,15642,PA ,US,10897399,395686
811,7561 Pennington Lane,San Lorenzo,94580,CA ,US,35053069,3786470
460,214 Lincoln Court,Rockville Centre,11570,NY ,US,94474498,10977820
941,518 East Magnolia St,Naples,34116,FL ,US,101175399,67163307
885,7623 Carson Rd,Paramus,07652,NJ ,US,185195258,80150676
,49 Chapel St,Wappingers Falls,12590,NY ,US,4124814,3056537
480,9024 West Shadow Brook Drive,Council Bluffs,51501,IA ,US,215425483,89776677
,969 Pierce St,Saint Petersburg,33702,FL ,US,192226628,105724410
,815 Beacon Ave,Neptune,07753,NJ ,US,284872843,177040557
207,42 East Kingston St,Long Branch,07740,NJ ,US,239871160,191280041
664,365 Randall Mill Street,Hamden,06514,CT ,US,62795084,63496
422,8921 Durham Street,Fairport,14450,NY ,US,140549183,21365862
,402 East Tarkiln Hill Lane,Ambler,19002,PA ,US,247360092,146961513
902,63 St Margarets Street,Jacksonville Beach,32250,FL ,US,151506559,48448652
773,7096 Country Club Dr,Clayton,27520,NC ,US,225457193,196580037
,56 SE. Linden Lane,Medina,44256,OH ,US,90978660,49797934
559,7194 Lakewood Lane,Key West,33040,FL ,US,256514988,160632166
,600 Devon Street,Pensacola,32503,FL ,US,38016468,16535479
,8512 West Amerige Court,Des Plaines,60016,IL ,US,27554750,9705307
377,205 Devonshire Dr,Cranston,02920,RI ,US,218263719,19538761
960,8494 Military Lane,Drexel Hill,19026,PA ,US,58208939,16127183
460,689 High Noon Street,Casselberry,32707,FL ,US,288334290,24542509
531,108 Delaware Court,Yorktown Heights,10598,NY ,US,277901206,118563349
426,685 Fordham Lane,New Rochelle,10801,NY ,US,222912490,98548692
629,9363 Glenridge Rd,Patchogue,11772,NY ,US,103186991,80904385
52,93 Tower Court,Newburgh,12550,NY ,US,43951569,11666957
,21 Rocky River Street,Aberdeen,57401,SD ,US,80494798,54356416
,56 East Amerige Rd,North Olmsted,44070,OH ,US,109317457,80810896
,9825 Highland Street,Wallingford,06492,CT ,US,100566433,81530602
904,173 Bishop Dr,Galloway,43119,OH ,US,266579249,228649717
304,487 School Lane,Largo,33771,FL ,US,168743261,20504009
,8625 Squaw Creek Ave,Ithaca,14850,NY ,US,10920185,1343217
78,482 Silver Spear Rd,Bristow,20136,VA ,US,71315135,48477115
146,8208 Old El Dorado Street,New Philadelphia,44663,OH ,US,239627409,30547282
466,43 Swanson Ave,Daphne,36526,AL ,US,256899982,231078835
,566 East St,Cherry Hill,08003,NJ ,US,204390452,4512145
,20 Campfire Drive,Hyde Park,02136,MA ,US,73293144,10832414
341,547 South Summerhouse St,Gloucester,01930,MA ,US,128303256,39986592
,73 Pawnee Street,Thibodaux,70301,LA ,US,256020546,25681094
762,13 Newport Ave,Kalispell,59901,MT ,US,182879450,140041469
806,7396 Amherst Ave,Iowa City,52240,IA ,US,131803813,2439222
728,916 Anderson Rd,La Porte,46350,IN ,US,260343404,122965541
302,3 West Riverview Street,Fall River,02720,MA ,US,169730602,149148215
729,9578 West Addison Drive,Lynchburg,24502,VA ,US,219763627,174112067
172,2 New Ave,Sebastian,32958,FL ,US,34670545,20225735
868,8060 Beach Road,Panama City,32404,FL ,US,247831633,117392799
789,8359 Cemetery Circle,Beltsville,20705,MD ,US,232476911,151226320
983,863 Spring Dr,Middleburg,32068,FL ,US,212869474,96936431
,9506 Vermont St,Hallandale,33009,FL ,US,2078659,1437885
291,111 N. Prince St,Fairhope,36532,AL ,US,250367954,81487852
,7718 White St,Highland,46322,IN ,US,54385755,10164019
99,9733 W. Peninsula St,Powder Springs,30127,GA ,US,236162510,180494179
,8367 Galvin Drive,Beckley,25801,WV ,US,296461314,87139764
54,8594 Smith Store Rd,Ogden,84404,UT ,US,104727148,11136266
,132 Bowman Dr,Endicott,13760,NY ,US,117172544,24615927
596,8309 West Bald Hill Rd,Chapel Hill,27516,NC ,US,117536526,82176334
44,7666 Willow St,Owings Mills,21117,MD ,US,27152020,532658
,379 E. Strawberry Drive,Douglasville,30134,GA ,US,286052862,243854710
542,5 Valley St,Massillon,44646,OH ,US,273870846,35583508
353,52 Heather Lane,Palm Bay,32907,FL ,US,42385773,34280302
967,33 W. Lancaster Avenue,Johnson City,37601,TN ,US,151493179,57552494
,945 W. Wentworth St,Old Bridge,08857,NJ ,US,141726302,47009565
413,71 San Juan St,Austin,55912,MN ,US,258396757,165614936
866,371 10th Avenue,Rock Hill,29730,SC ,US,129653100,72086921
338,845 Prospect Dr,Battle Creek,49015,MI ,US,80218140,70979420
563,22 Squaw Creek St,Xenia,45385,OH ,US,262836734,212684380
153,8510 Johnson Court,Levittown,11756,NY ,US,125738528,5322999
,7212 Garfield Dr,Glen Cove,11542,NY ,US,199121350,178127077
,955 La Sierra Drive,Helena,59601,MT ,US,138106328,80082220
709,989 Lakewood Street,Beckley,25801,WV ,US,216758659,86116407
,915 Queen St,Englewood,07631,NJ ,US,279935663,247863421
991,34 NW. 6th St,Portage,46368,IN ,US,290722043,27279667
885,8677 Sleepy Hollow Street,Huntington,11743,NY ,US,80590054,65844685
,948 Glenwood Drive,Urbandale,50322,IA ,US,194862594,155453105
380,8 Indian Spring Drive,Clermont,34711,FL ,US,166584765,1721697
519,532 6th Lane,Stone Mountain,30083,GA ,US,27669103,24363979
,7035 S. College Dr,Missoula,59801,MT ,US,8260165,5998112
461,716 West Henry Smith Drive,Temple Hills,20748,MD ,US,8676064,2608060
793,8407 San Carlos Dr,Eugene,97402,OR ,US,203945628,139768464
697,9257 Tunnel Court,Sugar Land,77478,TX ,US,291806738,1398180
73,99 W. Campfire Drive,Matawan,07747,NJ ,US,187132406,160291890
629,9622 Devon St,Moses Lake,98837,WA ,US,125554913,37597343
,87 Foster Drive,Upper Marlboro,20772,MD ,US,139581454,97176369
,766 Victoria St,Mount Juliet,37122,TN ,US,289912287,110101955
,67 Newport Ave,North Tonawanda,14120,NY ,US,158381011,33287733
,293 Gainsway Rd,Fairport,14450,NY ,US,228190948,15054670
,67 Beacon Road,Wadsworth,44281,OH ,US,76048538,32329970
,7668 Eagle Drive,Long Branch,07740,NJ ,US,113308088,57365537
,30 Shipley Dr,Santa Cruz,95060,CA ,US,4035121,340118
,609 Spruce Avenue,Santa Cruz,95060,CA ,US,1131720,3135
893,479 High Ridge St,Morgantown,26508,WV ,US,197241863,175728710
,306 Goldfield St,Casselberry,32707,FL ,US,240342638,45147898
568,75 Dunbar Court,Wadsworth,44281,OH ,US,20402132,5359687
292,8397 Wakehurst St,Cincinnati,45211,OH ,US,295466833,247359328
,714 Oklahoma Court,Yonkers,10701,NY ,US,1176369,1034232
615,3 South Bohemia Ave,Lansing,48910,MI ,US,56759332,29519487
412,707 West Temple Ave,Burbank,60459,IL ,US,251121819,6246485
537,8255 Joy Ridge St,Munster,46321,IN ,US,52111478,31694221
,9659 Stillwater Ave,Bedford,44146,OH ,US,112028019,95920976
,9522 Lafayette Street,Far Rockaway,11691,NY ,US,97148397,65067153
988,174 Shirley Street,Urbandale,50322,IA ,US,68451990,36339483
,9096 East Bow Ridge Avenue,Glasgow,42141,KY ,US,30304034,13232544
,19 Second Street,Fort Wayne,46804,IN ,US,57200631,45281704
469,33 Brown Drive,West Orange,07052,NJ ,US,195648881,36007266
18,2 Park St,East Lansing,48823,MI ,US,255596411,194070668
590,599 Bay Street,Garland,75043,TX ,US,24502220,8964223
,9815 East Courtland Street,East Orange,07017,NJ ,US,173313046,122555601
72,67 Gulf St,Elizabethtown,17022,PA ,US,63624829,4149411
,90 Joy Ridge Street,Mount Airy,21771,MD ,US,14437816,7525392
510,534 E. Lakeshore Ave,Hagerstown,21740,MD ,US,56416007,34194893
,366 Roehampton Circle,Middleburg,32068,FL ,US,9866110,6746463
854,9596 Lakewood Ave,Lagrange,30240,GA ,US,125102892,31787218
924,57 Liberty St,Reisterstown,21136,MD ,US,259766716,62505992
220,8313 Valley Farms Ave,Westport,06880,CT ,US,193219400,144487754
,955C Military Lane,Elizabeth City,27909,NC ,US,192924151,2445016
395,739 Bridge Drive,Groton,06340,CT ,US,59123070,13567065
,9353 Santa Clara St,Matawan,07747,NJ ,US,121537742,98705428
,9787 Plumb Branch St,Clifton Park,12065,NY ,US,123290876,91454971
,7057 San Juan St,Fort Washington,20744,MD ,US,11233980,2677383
111,748 Corona Ave,Tupelo,38801,MS ,US,298643674,256726409
,784 Temple Avenue,Fort Mill,29708,SC ,US,177231553,81125423
942,43 Swanson Ave,Daphne,36526,AL ,US,256899982,231078835
